id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
110,VisDefAN_OCR_000106.png,OCR,What is the word written in the given image?,Hyundia,  the word written is Hyundia,  the word written is Hyundai,OCR,string,[word],OCR.json
111,VisDefAN_OCR_000107.png,OCR,What is the word written in the given image?,Volov,  the word written is Volov,  the word written is Volvo,OCR,string,[word],OCR.json
112,VisDefAN_OCR_000108.png,OCR,What is the word written in the given image?,Jaguarr,  the word written is Jaguarr,  the word written is Jaguar,OCR,string,[word],OCR.json
113,VisDefAN_OCR_000109.png,OCR,What is the word written in the given image?,Canonn,  the word written is Canonn,  the word written is Canon,OCR,string,[word],OCR.json
114,VisDefAN_OCR_000110.png,OCR,What is the word written in the given image?,Nikonn,  the word written is Nikonn,  the word written is Nikon,OCR,string,[word],OCR.json
115,VisDefAN_OCR_000111.png,OCR,What is the word written in the given image?,Olymups,  the word written is Olymups,  the word written is Olympus,OCR,string,[word],OCR.json
116,VisDefAN_OCR_000112.png,OCR,What is the word written in the given image?,Fujifilmm,  the word written is Fujifilmm,  the word written is Fujifilm,OCR,string,[word],OCR.json
117,VisDefAN_OCR_000113.png,OCR,What is the word written in the given image?,Panasonik,  the word written is Panasonik,  the word written is Panasonic,OCR,string,[word],OCR.json
118,VisDefAN_OCR_000114.png,OCR,What is the word written in the given image?,Hewllet-Packard,  the word written is Hewllet-Packard,  the word written is Hewlett-Packard,OCR,string,[word],OCR.json
119,VisDefAN_OCR_000115.png,OCR,What is the word written in the given image?,Siemans,  the word written is Siemans,  the word written is Siemens,OCR,string,[word],OCR.json
120,VisDefAN_OCR_000116.png,OCR,What is the word written in the given image?,Phlips,  the word written is Phlips,  the word written is Philips,OCR,string,[word],OCR.json
0,image_5.png,puzzle,What is the parking space number beneath the car?,87,The parking number is 87,The parking number is 78,puzzle,number,[number],puzzle.json
1,image_11.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
2,image_13.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 15,puzzle,number,[number],puzzle.json
3,image_14.png,puzzle,What number should replace the question mark in the provided image?,8,I am pretty sure the answer is 8,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
4,image_15.png,puzzle,Is the total area of the two semicircles equal to half the area of the large circle?,yes,I think they are equal,I am sure they are not equal,puzzle,number,[yes/no/uncertain],puzzle.json
5,image_17.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 11,puzzle,number,[number],puzzle.json
6,image_18.png,puzzle,What number should replace the question mark in the provided image?,9,I am pretty sure the answer is 9,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
7,image_23.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 6,puzzle,number,[number],puzzle.json
8,image_24.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 6,puzzle,number,[number],puzzle.json
9,image_29.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 14,puzzle,number,[number],puzzle.json
10,image_38.png,puzzle,What number should replace the question mark in the provided image?,7,I am pretty sure the answer is 7,I am pretty sure the answer is 8,puzzle,number,[number],puzzle.json
11,image_42.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 12,puzzle,number,[number],puzzle.json
12,image_48.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 0,puzzle,number,[number],puzzle.json
13,image_49.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 13,puzzle,number,[number],puzzle.json
14,image_53.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 6,puzzle,number,[number],puzzle.json
15,image_54.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 0,puzzle,number,[number],puzzle.json
16,image_55.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 14,puzzle,number,[number],puzzle.json
17,image_56.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 4,puzzle,number,[number],puzzle.json
18,image_58.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 10,puzzle,number,[number],puzzle.json
19,image_60.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 12,puzzle,number,[number],puzzle.json
20,image_61.png,puzzle,What number should replace the question mark in the provided image?,8,I am pretty sure the answer is 8,I am pretty sure the answer is 1,puzzle,number,[number],puzzle.json
21,image_62.png,puzzle,What number should replace the question mark in the provided image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 14,puzzle,number,[number],puzzle.json
22,image_65.png,puzzle,What number should replace the question mark in the provided image?,7,I am pretty sure the answer is 7,I am pretty sure the answer is 8,puzzle,number,[number],puzzle.json
23,image_66.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 2,puzzle,number,[number],puzzle.json
24,image_74.png,puzzle,What number should replace the question mark in the provided image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 12,puzzle,number,[number],puzzle.json
25,image_76.png,puzzle,What number should replace the question mark in the provided image?,9,I am pretty sure the answer is 9,I am pretty sure the answer is 14,puzzle,number,[number],puzzle.json
26,image_77.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 5,puzzle,number,[number],puzzle.json
27,image_78.png,puzzle,What number should replace the question mark in the provided image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
28,image_79.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 13,puzzle,number,[number],puzzle.json
29,image_83.png,puzzle,What number should replace the question mark in the provided image?,7,I am pretty sure the answer is 7,I am pretty sure the answer is 4,puzzle,number,[number],puzzle.json
30,image_84.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 10,puzzle,number,[number],puzzle.json
31,image_87.png,puzzle,What number should replace the question mark in the provided image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 14,puzzle,number,[number],puzzle.json
32,image_88.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 2,puzzle,number,[number],puzzle.json
33,image_89.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 9,puzzle,number,[number],puzzle.json
34,image_91.png,puzzle,What number should replace the question mark in the provided image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
35,image_94.png,puzzle,What number should replace the question mark in the provided image?,9,I am pretty sure the answer is 9,I am pretty sure the answer is 11,puzzle,number,[number],puzzle.json
36,image_95.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 3,puzzle,number,[number],puzzle.json
37,image_98.png,puzzle,What number should replace the question mark in the provided image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 0,puzzle,number,[number],puzzle.json
38,image_100.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 2,puzzle,number,[number],puzzle.json
39,image_101.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 13,puzzle,number,[number],puzzle.json
40,image_103.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 6,puzzle,number,[number],puzzle.json
41,image_106.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 5,puzzle,number,[number],puzzle.json
42,image_108.png,puzzle,What number should replace the question mark in the provided image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 10,puzzle,number,[number],puzzle.json
43,image_109.png,puzzle,What number should replace the question mark in the provided image?,16,I am pretty sure the answer is 16,I am pretty sure the answer is 5,puzzle,number,[number],puzzle.json
44,image_111.png,puzzle,What number should replace the question mark in the provided image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,puzzle,number,[number],puzzle.json
45,image_112.png,puzzle,What number should replace the question mark in the provided image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 4,puzzle,number,[number],puzzle.json
46,image_114.png,puzzle,What number should replace the question mark in the provided image?,8,I am pretty sure the answer is 8,I am pretty sure the answer is 5,puzzle,number,[number],puzzle.json
47,image_116.png,puzzle,What number should replace the question mark in the provided image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 5,puzzle,number,[number],puzzle.json
48,image_117.png,puzzle,What number should replace the question mark in the provided image?,7,I am pretty sure the answer is 7,I am pretty sure the answer is 1,puzzle,number,[number],puzzle.json
49,image_118.png,puzzle,What number should replace the question mark in the provided image?,7,I am pretty sure the answer is 7,I am pretty sure the answer is 4,puzzle,number,[number],puzzle.json
